id,name,degrees,textbook
34795,而,9,杜甫
34796,湍,9,杜甫
34797,澄,9,杜甫
34798,滟,9,杜甫
34799,响,9,杜甫
34800,柔,9,杜甫
34801,护,9,杜甫
34802,寓,9,杜甫
34803,悴,9,杜甫
34804,胶,9,杜甫
34805,奋,9,杜甫
34806,状,9,杜甫
34807,浣,9,杜甫
34808,窃,9,杜甫
34809,昧,9,杜甫
34810,憔,9,杜甫
34811,涩,8,杜甫
34812,虬,8,杜甫
34813,换,8,杜甫
34814,剧,8,杜甫
34815,耿,8,杜甫
34816,窗,8,杜甫
34817,堆,8,杜甫
34818,崒,8,杜甫
34819,央,8,杜甫
34820,帛,8,杜甫
34821,摩,8,杜甫
34822,界,8,杜甫
34823,汀,8,杜甫
34824,警,8,杜甫
34825,旆,8,杜甫
34826,堕,8,杜甫
34827,滴,8,杜甫
34828,蛰,8,杜甫
34829,翡,8,杜甫
34830,煮,8,杜甫
34831,妨,8,杜甫
34832,驼,8,杜甫
34833,菱,8,杜甫
34834,猜,8,杜甫
34835,鹢,8,杜甫
34836,遍,8,杜甫
34837,淳,8,杜甫
34838,保,8,杜甫
34839,坡,8,杜甫
34840,拭,8,杜甫
34841,蹊,8,杜甫
34842,黛,8,杜甫
34843,耽,8,杜甫
34844,掷,8,杜甫
34845,匆,8,杜甫
34846,嵇,8,杜甫
34847,傅,8,杜甫
34848,鄙,8,杜甫
34849,骖,8,杜甫
34850,段,8,杜甫
34851,帙,8,杜甫
34852,寰,8,杜甫
34853,评,8,杜甫
34854,皋,8,杜甫
34855,瑕,8,杜甫
34856,障,8,杜甫
34857,敝,8,杜甫
34858,捣,8,杜甫
34859,羸,8,杜甫
34860,颍,8,杜甫
34861,禅,8,杜甫
34862,袂,8,杜甫
34863,蜜,8,杜甫
34864,滓,8,杜甫
34865,戒,8,杜甫
34866,吐,8,杜甫
34867,涂,8,杜甫
34868,筒,8,杜甫
34869,笙,8,杜甫
34870,粒,8,杜甫
34871,狗,8,杜甫
34872,筠,8,杜甫
34873,梗,8,杜甫
34874,检,8,杜甫
34875,昂,8,杜甫
34876,唇,8,杜甫
34877,疠,8,杜甫
34878,萋,8,杜甫
34879,涓,8,杜甫
34880,览,8,杜甫
34881,砧,8,杜甫
34882,芒,8,杜甫
34883,沟,8,杜甫
34884,寡,8,杜甫
34885,黍,8,杜甫
34886,裹,8,杜甫
34887,仄,8,杜甫
34888,印,8,杜甫
34889,狎,8,杜甫
34890,旭,8,杜甫
34891,柁,8,杜甫
34892,运,8,杜甫
34893,嗜,8,杜甫
34894,扣,8,杜甫
34895,阿,8,杜甫
34896,线,8,杜甫
34897,豹,8,杜甫
34898,滔,8,杜甫
34899,尤,8,杜甫
34900,茨,8,杜甫
34901,壕,8,杜甫
34902,箧,8,杜甫
34903,熳,8,杜甫
34904,愈,8,杜甫
34905,堵,8,杜甫
34906,鹂,8,杜甫
34907,碣,8,杜甫
34908,陌,8,杜甫
34909,芰,8,杜甫
34910,榻,8,杜甫
34911,镝,7,杜甫
34912,楠,7,杜甫
34913,浆,7,杜甫
34914,伫,7,杜甫
34915,姚,7,杜甫
34916,葭,7,杜甫
34917,膳,7,杜甫
34918,篙,7,杜甫
34919,署,7,杜甫
34920,蓉,7,杜甫
34921,迸,7,杜甫
34922,魅,7,杜甫
34923,瓮,7,杜甫
34924,恣,7,杜甫
34925,剥,7,杜甫
34926,葬,7,杜甫
34927,督,7,杜甫
34928,搜,7,杜甫
34929,薪,7,杜甫
34930,嶂,7,杜甫
34931,夙,7,杜甫
34932,杞,7,杜甫
34933,缥,7,杜甫
34934,臆,7,杜甫
34935,沦,7,杜甫
34936,隘,7,杜甫
34937,翊,7,杜甫
34938,编,7,杜甫
34939,晖,7,杜甫
34940,椒,7,杜甫
34941,薇,7,杜甫
34942,福,7,杜甫
34943,祝,7,杜甫
34944,廉,7,杜甫
34945,恭,7,杜甫
34946,扈,7,杜甫
34947,欣,7,杜甫
34948,鹉,7,杜甫
34949,龟,7,杜甫
34950,耀,7,杜甫
34951,俭,7,杜甫
34952,税,7,杜甫
34953,霍,7,杜甫
34954,鉴,7,杜甫
34955,涡,7,杜甫
34956,缀,7,杜甫
34957,穹,7,杜甫
34958,廊,7,杜甫
34959,控,7,杜甫
34960,获,7,杜甫
34961,泄,7,杜甫
34962,魑,7,杜甫
34963,睹,7,杜甫
34964,芙,7,杜甫
34965,肌,7,杜甫
34966,哂,7,杜甫
34967,像,7,杜甫
34968,博,7,杜甫
34969,释,7,杜甫
34970,藩,7,杜甫
34971,絮,7,杜甫
34972,跼,7,杜甫
34973,膝,7,杜甫
34974,蘋,7,杜甫
34975,踏,7,杜甫
34976,乎,7,杜甫
34977,垢,7,杜甫
34978,暴,7,杜甫
34979,黔,7,杜甫
34980,洼,7,杜甫
34981,卓,7,杜甫
34982,剖,7,杜甫
34983,潦,7,杜甫
34984,董,7,杜甫
34985,惯,7,杜甫
34986,沸,7,杜甫
34987,凛,7,杜甫
34988,启,7,杜甫
34989,閟,7,杜甫
34990,忙,7,杜甫
34991,粳,7,杜甫
34992,孥,7,杜甫
34993,查,7,杜甫
34994,鸯,7,杜甫
34995,宸,7,杜甫
34996,针,7,杜甫
34997,规,7,杜甫
34998,遁,7,杜甫
34999,忌,7,杜甫
35000,垣,7,杜甫
35001,衾,7,杜甫
35002,炼,7,杜甫
35003,炊,7,杜甫
35004,均,7,杜甫
35005,羯,7,杜甫
35006,甥,7,杜甫
35007,缕,7,杜甫
35008,欺,7,杜甫
35009,濯,7,杜甫
35010,芹,7,杜甫
35011,喷,7,杜甫
35012,潘,7,杜甫
35013,效,7,杜甫
35014,互,7,杜甫
35015,课,7,杜甫
35016,馔,7,杜甫
35017,斧,7,杜甫
35018,祀,7,杜甫
35019,侣,7,杜甫
35020,艇,7,杜甫
35021,霹,7,杜甫
35022,捧,7,杜甫
35023,株,7,杜甫
35024,鹦,7,杜甫
35025,舸,7,杜甫
35026,裛,7,杜甫
35027,革,7,杜甫
35028,诤,7,杜甫
35029,缨,7,杜甫
35030,溜,7,杜甫
35031,阊,7,杜甫
35032,躬,6,杜甫
35033,琅,6,杜甫
35034,坰,6,杜甫
35035,荔,6,杜甫
35036,遮,6,杜甫
35037,跻,6,杜甫
35038,震,6,杜甫
35039,骇,6,杜甫
35040,煌,6,杜甫
35041,搔,6,杜甫
35042,樱,6,杜甫
35043,疆,6,杜甫
35044,剪,6,杜甫
35045,湫,6,杜甫
35046,兕,6,杜甫
35047,杉,6,杜甫
35048,电,6,杜甫
35049,吃,6,杜甫
35050,隼,6,杜甫
35051,雉,6,杜甫
35052,窈,6,杜甫
35053,坏,6,杜甫
35054,蹇,6,杜甫
35055,誓,6,杜甫
35056,雳,6,杜甫
35057,霭,6,杜甫
35058,讴,6,杜甫
35059,函,6,杜甫
35060,挹,6,杜甫
35061,貌,6,杜甫
35062,寐,6,杜甫
35063,墓,6,杜甫
35064,鸂,6,杜甫
35065,炙,6,杜甫
35066,按,6,杜甫
35067,潺,6,杜甫
35068,蝼,6,杜甫
35069,煎,6,杜甫
35070,岛,6,杜甫
35071,颈,6,杜甫
35072,患,6,杜甫
35073,茎,6,杜甫
35074,努,6,杜甫
35075,俦,6,杜甫
35076,麋,6,杜甫
35077,盆,6,杜甫
35078,专,6,杜甫
35079,堞,6,杜甫
35080,骀,6,杜甫
35081,渼,6,杜甫
35082,谪,6,杜甫
35083,膻,6,杜甫
35084,朗,6,杜甫
35085,萼,6,杜甫
35086,幼,6,杜甫
35087,叨,6,杜甫
35088,阅,6,杜甫
35089,叟,6,杜甫
35090,鼙,6,杜甫
35091,徼,6,杜甫
35092,隙,6,杜甫
35093,觜,6,杜甫
35094,谐,6,杜甫
35095,桐,6,杜甫
35096,峦,6,杜甫
35097,厦,6,杜甫
35098,挺,6,杜甫
35099,堑,6,杜甫
35100,魄,6,杜甫
35101,枥,6,杜甫
35102,骞,6,杜甫
35103,俎,6,杜甫
35104,曳,6,杜甫
35105,恰,6,杜甫
35106,鴒,6,杜甫
35107,骚,6,杜甫
35108,犯,6,杜甫
35109,伸,6,杜甫
35110,脉,6,杜甫
35111,簟,6,杜甫
35112,絺,6,杜甫
35113,值,6,杜甫
35114,驽,6,杜甫
35115,稽,6,杜甫
35116,擒,6,杜甫
35117,聋,6,杜甫
35118,冗,6,杜甫
35119,贬,6,杜甫
35120,屐,6,杜甫
35121,劫,6,杜甫
35122,腻,6,杜甫
35123,肤,6,杜甫
35124,槁,6,杜甫
35125,阡,6,杜甫
35126,邓,6,杜甫
35127,绛,6,杜甫
35128,鹏,6,杜甫
35129,矛,6,杜甫
35130,畴,6,杜甫
35131,乏,6,杜甫
35132,菲,6,杜甫
35133,曩,6,杜甫
35134,裁,6,杜甫
35135,罟,6,杜甫
35136,魍,6,杜甫
35137,绊,6,杜甫
35138,裨,6,杜甫
35139,鶒,6,杜甫
35140,攻,6,杜甫
35141,悦,6,杜甫
35142,眄,6,杜甫
35143,谬,6,杜甫
35144,勉,6,杜甫
35145,濑,6,杜甫
35146,颂,6,杜甫
35147,缈,6,杜甫
35148,钧,6,杜甫
35149,厩,6,杜甫
35150,爪,6,杜甫
35151,妆,6,杜甫
35152,倏,6,杜甫
35153,恢,6,杜甫
35154,酤,6,杜甫
35155,鶱,6,杜甫
35156,擢,6,杜甫
35157,蓄,6,杜甫
35158,咨,6,杜甫
35159,穗,6,杜甫
35160,魉,6,杜甫
35161,跨,6,杜甫
35162,荐,6,杜甫
35163,摆,6,杜甫
35164,曜,6,杜甫
35165,娇,6,杜甫
35166,鼋,6,杜甫
35167,毁,6,杜甫
35168,缓,6,杜甫
35169,汹,6,杜甫
35170,箸,6,杜甫
35171,涤,6,杜甫
35172,秩,6,杜甫
35173,枪,6,杜甫
35174,孺,6,杜甫
35175,辽,6,杜甫
35176,磨,6,杜甫
35177,橹,6,杜甫
35178,榜,6,杜甫
35179,默,6,杜甫
35180,嘘,6,杜甫
35181,姜,6,杜甫
35182,宪,6,杜甫
35183,舂,6,杜甫
35184,慕,6,杜甫
35185,棱,6,杜甫
35186,弊,6,杜甫
35187,筐,6,杜甫
35188,泗,6,杜甫
35189,桨,6,杜甫
35190,蟾,6,杜甫
35191,仿,5,杜甫
35192,骤,5,杜甫
35193,琼,5,杜甫
35194,匠,5,杜甫
35195,蒹,5,杜甫
35196,骆,5,杜甫
35197,轗,5,杜甫
35198,麓,5,杜甫
35199,適,5,杜甫
35200,噪,5,杜甫
35201,帖,5,杜甫
35202,旄,5,杜甫
35203,慵,5,杜甫
35204,杼,5,杜甫
35205,冤,5,杜甫
35206,倍,5,杜甫
35207,测,5,杜甫
35208,邕,5,杜甫
35209,闱,5,杜甫
35210,楹,5,杜甫
35211,蹬,5,杜甫
35212,鵩,5,杜甫
35213,粪,5,杜甫
35214,淡,5,杜甫
35215,柝,5,杜甫
35216,矢,5,杜甫
35217,怆,5,杜甫
35218,虿,5,杜甫
35219,贷,5,杜甫
35220,恒,5,杜甫
35221,榇,5,杜甫
35222,驸,5,杜甫
35223,狸,5,杜甫
35224,显,5,杜甫
35225,旻,5,杜甫
35226,藓,5,杜甫
35227,鸷,5,杜甫
35228,羹,5,杜甫
35229,粮,5,杜甫
35230,害,5,杜甫
35231,柄,5,杜甫
35232,申,5,杜甫
35233,岘,5,杜甫
35234,捩,5,杜甫
35235,缅,5,杜甫
35236,缄,5,杜甫
35237,琳,5,杜甫
35238,媒,5,杜甫
35239,优,5,杜甫
35240,澜,5,杜甫
35241,灾,5,杜甫
35242,予,5,杜甫
35243,助,5,杜甫
35244,召,5,杜甫
35245,莼,5,杜甫
35246,瑞,5,杜甫
35247,椽,5,杜甫
35248,鲛,5,杜甫
35249,恼,5,杜甫
35250,屦,5,杜甫
35251,捐,5,杜甫
35252,鸱,5,杜甫
35253,廓,5,杜甫
35254,敦,5,杜甫
35255,铸,5,杜甫
35256,咄,5,杜甫
35257,闪,5,杜甫
35258,敕,5,杜甫
35259,媚,5,杜甫
35260,鞚,5,杜甫
35261,鼠,5,杜甫
35262,希,5,杜甫
35263,汾,5,杜甫
35264,伶,5,杜甫
35265,戢,5,杜甫
35266,笺,5,杜甫
35267,濛,5,杜甫
35268,嫁,5,杜甫
35269,斫,5,杜甫
35270,骧,5,杜甫
35271,杏,5,杜甫
35272,鞲,5,杜甫
35273,跪,5,杜甫
35274,案,5,杜甫
35275,孽,5,杜甫
35276,蒂,5,杜甫
35277,鹳,5,杜甫
35278,鄠,5,杜甫
35279,版,5,杜甫
35280,彝,5,杜甫
35281,淑,5,杜甫
35282,剩,5,杜甫
35283,拄,5,杜甫
35284,匀,5,杜甫
35285,憎,5,杜甫
35286,彦,5,杜甫
35287,架,5,杜甫
35288,闺,5,杜甫
35289,嵌,5,杜甫
35290,掣,5,杜甫
35291,熏,5,杜甫
35292,霓,5,杜甫
35293,騕,5,杜甫
35294,凯,5,杜甫
35295,昊,5,杜甫
35296,嵬,5,杜甫
35297,喉,5,杜甫
35298,蛱,5,杜甫
35299,岫,5,杜甫
35300,介,5,杜甫
35301,崎,5,杜甫
35302,塔,5,杜甫
35303,刮,5,杜甫
35304,讶,5,杜甫
35305,鶺,5,杜甫
35306,傥,5,杜甫
35307,辇,5,杜甫
35308,绍,5,杜甫
35309,秃,5,杜甫
35310,纱,5,杜甫
35311,榭,5,杜甫
35312,逍,5,杜甫
35313,湛,5,杜甫
35314,肘,5,杜甫
35315,峤,5,杜甫
35316,徂,5,杜甫
35317,殁,5,杜甫
35318,普,5,杜甫
35319,趁,5,杜甫
35320,杵,5,杜甫
35321,唱,5,杜甫
35322,杪,5,杜甫
35323,簇,5,杜甫
35324,勒,5,杜甫
35325,泯,5,杜甫
35326,曝,5,杜甫
35327,祗,5,杜甫
35328,炬,5,杜甫
35329,渝,5,杜甫
35330,诣,5,杜甫
35331,溅,5,杜甫
35332,岖,5,杜甫
35333,狖,5,杜甫
35334,冢,5,杜甫
35335,洮,5,杜甫
35336,巳,5,杜甫
35337,鸭,5,杜甫
35338,虢,5,杜甫
35339,奚,5,杜甫
35340,狈,5,杜甫
35341,拓,5,杜甫
35342,刃,5,杜甫
35343,斥,5,杜甫
35344,蕨,5,杜甫
35345,蹭,5,杜甫
35346,掉,5,杜甫
35347,耐,5,杜甫
35348,配,5,杜甫
35349,脍,5,杜甫
35350,狱,5,杜甫
35351,跳,5,杜甫
35352,轲,5,杜甫
35353,隋,5,杜甫
35354,蛛,5,杜甫
35355,训,5,杜甫
35356,抛,5,杜甫
35357,醴,5,杜甫
35358,沓,5,杜甫
35359,鼻,5,杜甫
35360,块,5,杜甫
35361,觊,5,杜甫
35362,膺,5,杜甫
35363,吉,5,杜甫
35364,贯,5,杜甫
35365,嫖,4,杜甫
35366,侠,4,杜甫
35367,占,4,杜甫
35368,掇,4,杜甫
35369,邪,4,杜甫
35370,畿,4,杜甫
35371,龛,4,杜甫
35372,崟,4,杜甫
35373,克,4,杜甫
35374,秽,4,杜甫
35375,塌,4,杜甫
35376,鳌,4,杜甫
35377,哺,4,杜甫
35378,储,4,杜甫
35379,僚,4,杜甫
35380,缩,4,杜甫
35381,蚕,4,杜甫
35382,巘,4,杜甫
35383,产,4,杜甫
35384,坊,4,杜甫
35385,颖,4,杜甫
35386,缁,4,杜甫
35387,谤,4,杜甫
35388,誉,4,杜甫
35389,穰,4,杜甫
35390,纨,4,杜甫
35391,斟,4,杜甫
35392,鹚,4,杜甫
35393,毡,4,杜甫
35394,翱,4,杜甫
35395,踌,4,杜甫
35396,虹,4,杜甫
35397,莹,4,杜甫
35398,骠,4,杜甫
35399,蝇,4,杜甫
35400,磷,4,杜甫
35401,坟,4,杜甫
35402,坂,4,杜甫
35403,庖,4,杜甫
35404,允,4,杜甫
35405,鲤,4,杜甫
35406,黯,4,杜甫
35407,徯,4,杜甫
35408,册,4,杜甫
35409,蔗,4,杜甫
35410,诀,4,杜甫
35411,蔚,4,杜甫
35412,邛,4,杜甫
35413,髯,4,杜甫
35414,饿,4,杜甫
35415,嶷,4,杜甫
35416,澒,4,杜甫
35417,苒,4,杜甫
35418,嗣,4,杜甫
35419,禾,4,杜甫
35420,渺,4,杜甫
35421,绢,4,杜甫
35422,盏,4,杜甫
35423,庸,4,杜甫
35424,络,4,杜甫
35425,璧,4,杜甫
35426,概,4,杜甫
35427,褒,4,杜甫
35428,啮,4,杜甫
35429,婚,4,杜甫
35430,蟋,4,杜甫
35431,痴,4,杜甫
35432,婢,4,杜甫
35433,捎,4,杜甫
35434,绾,4,杜甫
35435,罄,4,杜甫
35436,践,4,杜甫
35437,哥,4,杜甫
35438,枭,4,杜甫
35439,宦,4,杜甫
35440,蕴,4,杜甫
35441,算,4,杜甫
35442,柚,4,杜甫
35443,蜻,4,杜甫
35444,妾,4,杜甫
35445,翎,4,杜甫
35446,弧,4,杜甫
35447,晒,4,杜甫
35448,蕖,4,杜甫
35449,脑,4,杜甫
35450,辜,4,杜甫
35451,荥,4,杜甫
35452,蟀,4,杜甫
35453,衿,4,杜甫
35454,籁,4,杜甫
35455,栉,4,杜甫
35456,慢,4,杜甫
35457,樊,4,杜甫
35458,菰,4,杜甫
35459,茗,4,杜甫
35460,苣,4,杜甫
35461,崷,4,杜甫
35462,瘵,4,杜甫
35463,泱,4,杜甫
35464,罂,4,杜甫
35465,濡,4,杜甫
35466,量,4,杜甫
35467,泞,4,杜甫
35468,剡,4,杜甫
35469,雌,4,杜甫
35470,箱,4,杜甫
35471,祲,4,杜甫
35472,斤,4,杜甫
35473,析,4,杜甫
35474,的,4,杜甫
35475,锥,4,杜甫
35476,涔,4,杜甫
35477,苶,4,杜甫
35478,沃,4,杜甫
35479,饰,4,杜甫
35480,皎,4,杜甫
35481,藕,4,杜甫
35482,揽,4,杜甫
35483,番,4,杜甫
35484,铦,4,杜甫
35485,盼,4,杜甫
35486,沼,4,杜甫
35487,貔,4,杜甫
35488,例,4,杜甫
35489,祥,4,杜甫
35490,阎,4,杜甫
35491,洁,4,杜甫
35492,撑,4,杜甫
35493,预,4,杜甫
35494,罕,4,杜甫
35495,嫔,4,杜甫
35496,哮,4,杜甫
35497,芊,4,杜甫
35498,髓,4,杜甫
35499,旒,4,杜甫
35500,吝,4,杜甫
35501,岚,4,杜甫
35502,磬,4,杜甫
35503,鹗,4,杜甫
35504,漾,4,杜甫
35505,驴,4,杜甫
35506,敞,4,杜甫
35507,觐,4,杜甫
35508,嵯,4,杜甫
35509,唾,4,杜甫
35510,龄,4,杜甫
35511,蛾,4,杜甫
35512,验,4,杜甫
35513,弩,4,杜甫
35514,拒,4,杜甫
35515,育,4,杜甫
35516,箕,4,杜甫
35517,厉,4,杜甫
35518,察,4,杜甫
35519,鞋,4,杜甫
35520,飧,4,杜甫
35521,考,4,杜甫
35522,垠,4,杜甫
35523,筝,4,杜甫
35524,懦,4,杜甫
35525,让,4,杜甫
35526,植,4,杜甫
35527,苞,4,杜甫
35528,尼,4,杜甫
35529,楸,4,杜甫
35530,妄,4,杜甫
35531,湲,4,杜甫
35532,蕙,4,杜甫
35533,掾,4,杜甫
35534,蜓,4,杜甫
35535,簸,4,杜甫
35536,嗤,4,杜甫
35537,壤,4,杜甫
35538,呀,4,杜甫
35539,愆,4,杜甫
35540,党,4,杜甫
35541,租,4,杜甫
35542,胝,4,杜甫
35543,薜,4,杜甫
35544,薤,4,杜甫
35545,霖,4,杜甫
35546,靡,4,杜甫
35547,旨,4,杜甫
35548,绡,4,杜甫
35549,援,4,杜甫
35550,贻,4,杜甫
35551,枚,4,杜甫
35552,篆,4,杜甫
35553,祢,4,杜甫
35554,慨,4,杜甫
35555,鸬,4,杜甫
35556,嫩,4,杜甫
35557,愍,4,杜甫
35558,暍,4,杜甫
35559,烬,4,杜甫
35560,迕,4,杜甫
35561,豫,4,杜甫
35562,旐,4,杜甫
35563,幄,4,杜甫
35564,麝,4,杜甫
35565,竽,4,杜甫
35566,臧,4,杜甫
35567,枣,4,杜甫
35568,飕,4,杜甫
35569,笥,4,杜甫
35570,疟,4,杜甫
35571,嶔,4,杜甫
35572,抟,4,杜甫
35573,郪,4,杜甫
35574,唳,4,杜甫
35575,躇,4,杜甫
35576,芋,4,杜甫
35577,治,4,杜甫
35578,瓢,4,杜甫
35579,郴,4,杜甫
35580,逡,4,杜甫
35581,糊,4,杜甫
35582,闼,4,杜甫
35583,忡,4,杜甫
35584,卤,4,杜甫
35585,灶,4,杜甫
35586,燧,4,杜甫
35587,邵,4,杜甫
35588,溢,4,杜甫
35589,袜,4,杜甫
35590,划,4,杜甫
35591,准,4,杜甫
35592,褰,4,杜甫
35593,騄,3,杜甫
35594,惑,3,杜甫
35595,垆,3,杜甫
35596,刍,3,杜甫
35597,娥,3,杜甫
35598,潏,3,杜甫
35599,魁,3,杜甫
35600,辄,3,杜甫
35601,糁,3,杜甫
35602,穆,3,杜甫
35603,渑,3,杜甫
35604,僮,3,杜甫
35605,舷,3,杜甫
35606,蜡,3,杜甫
35607,屟,3,杜甫
35608,荜,3,杜甫
35609,鄂,3,杜甫
35610,晔,3,杜甫
35611,茱,3,杜甫
35612,臭,3,杜甫
35613,罥,3,杜甫
35614,橡,3,杜甫
35615,婆,3,杜甫
35616,裙,3,杜甫
35617,睨,3,杜甫
35618,韬,3,杜甫
35619,蜍,3,杜甫
35620,悔,3,杜甫
35621,锻,3,杜甫
35622,酩,3,杜甫
35623,胄,3,杜甫
35624,霰,3,杜甫
35625,萸,3,杜甫
35626,坦,3,杜甫
35627,弄,3,杜甫
35628,糟,3,杜甫
35629,辍,3,杜甫
35630,傲,3,杜甫
35631,礧,3,杜甫
35632,瓷,3,杜甫
35633,裋,3,杜甫
35634,朵,3,杜甫
35635,玷,3,杜甫
35636,麹,3,杜甫
35637,淤,3,杜甫
35638,陋,3,杜甫
35639,谨,3,杜甫
35640,沥,3,杜甫
35641,乍,3,杜甫
35642,冶,3,杜甫
35643,渤,3,杜甫
35644,邂,3,杜甫
35645,猱,3,杜甫
35646,淫,3,杜甫
35647,啭,3,杜甫
35648,赀,3,杜甫
35649,伪,3,杜甫
35650,逅,3,杜甫
35651,衙,3,杜甫
35652,店,3,杜甫
35653,珂,3,杜甫
35654,兜,3,杜甫
35655,丸,3,杜甫
35656,俜,3,杜甫
35657,科,3,杜甫
35658,滕,3,杜甫
35659,讳,3,杜甫
35660,舄,3,杜甫
35661,腕,3,杜甫
35662,棺,3,杜甫
35663,棣,3,杜甫
35664,腴,3,杜甫
35665,趾,3,杜甫
35666,萄,3,杜甫
35667,襦,3,杜甫
35668,曷,3,杜甫
35669,蠡,3,杜甫
35670,嚼,3,杜甫
35671,耒,3,杜甫
35672,库,3,杜甫
35673,磴,3,杜甫
35674,坞,3,杜甫
35675,炭,3,杜甫
35676,殃,3,杜甫
35677,扼,3,杜甫
35678,鹑,3,杜甫
35679,衫,3,杜甫
35680,罘,3,杜甫
35681,街,3,杜甫
35682,噬,3,杜甫
35683,锵,3,杜甫
35684,涟,3,杜甫
35685,犁,3,杜甫
35686,矧,3,杜甫
35687,研,3,杜甫
35688,涎,3,杜甫
35689,艘,3,杜甫
35690,完,3,杜甫
35691,替,3,杜甫
35692,鳣,3,杜甫
35693,弈,3,杜甫
35694,陕,3,杜甫
35695,狙,3,杜甫
35696,怡,3,杜甫
35697,榆,3,杜甫
35698,鲲,3,杜甫
35699,峭,3,杜甫
35700,褥,3,杜甫
35701,樛,3,杜甫
35702,觌,3,杜甫
35703,靦,3,杜甫
35704,邈,3,杜甫
35705,徊,3,杜甫
35706,纯,3,杜甫
35707,扑,3,杜甫
35708,惚,3,杜甫
35709,竭,3,杜甫
35710,沫,3,杜甫
35711,蒋,3,杜甫
35712,揖,3,杜甫
35713,蝮,3,杜甫
35714,晶,3,杜甫
35715,咆,3,杜甫
35716,硉,3,杜甫
35717,瘳,3,杜甫
35718,沿,3,杜甫
35719,匙,3,杜甫
35720,莠,3,杜甫
35721,嫉,3,杜甫
35722,耸,3,杜甫
35723,陛,3,杜甫
35724,雠,3,杜甫
35725,抑,3,杜甫
35726,吸,3,杜甫
35727,蹶,3,杜甫
35728,矰,3,杜甫
35729,屑,3,杜甫
35730,绘,3,杜甫
35731,淘,3,杜甫
35732,茹,3,杜甫
35733,熠,3,杜甫
35734,郢,3,杜甫
35735,甸,3,杜甫
35736,伍,3,杜甫
35737,截,3,杜甫
35738,妓,3,杜甫
35739,宏,3,杜甫
35740,言,3,杜甫
35741,呻,3,杜甫
35742,豕,3,杜甫
35743,讵,3,杜甫
35744,奥,3,杜甫
35745,鹍,3,杜甫
35746,忤,3,杜甫
35747,罳,3,杜甫
35748,檄,3,杜甫
35749,敲,3,杜甫
35750,劚,3,杜甫
35751,拈,3,杜甫
35752,硖,3,杜甫
35753,聒,3,杜甫
35754,弯,3,杜甫
35755,洎,3,杜甫
35756,燥,3,杜甫
35757,骋,3,杜甫
35758,藿,3,杜甫
35759,敏,3,杜甫
35760,硎,3,杜甫
35761,厄,3,杜甫
35762,慷,3,杜甫
35763,隍,3,杜甫
35764,鳖,3,杜甫
35765,鹖,3,杜甫
35766,搴,3,杜甫
35767,肆,3,杜甫
35768,怏,3,杜甫
35769,讹,3,杜甫
35770,挑,3,杜甫
35771,泰,3,杜甫
35772,狩,3,杜甫
35773,渎,3,杜甫
35774,祁,3,杜甫
35775,遑,3,杜甫
35776,荇,3,杜甫
35777,槐,3,杜甫
35778,陨,3,杜甫
35779,撇,3,杜甫
35780,刷,3,杜甫
35781,谙,3,杜甫
35782,醇,3,杜甫
35783,栝,3,杜甫
35784,萱,3,杜甫
35785,板,3,杜甫
35786,荻,3,杜甫
35787,璠,3,杜甫
35788,鬻,3,杜甫
35789,乖,3,杜甫
35790,濆,3,杜甫
35791,钝,3,杜甫
35792,叛,3,杜甫
35793,亘,3,杜甫
35794,尖,3,杜甫
35795,衍,3,杜甫
35796,擎,3,杜甫
35797,掘,3,杜甫
35798,昌,3,杜甫
35799,桓,3,杜甫
35800,渌,3,杜甫
35801,碛,3,杜甫
35802,狡,3,杜甫
35803,桤,3,杜甫
35804,雩,3,杜甫
35805,鸮,3,杜甫
35806,竦,3,杜甫
35807,祭,3,杜甫
35808,娘,3,杜甫
35809,仇,3,杜甫
35810,枻,3,杜甫
35811,趼,3,杜甫
35812,喂,3,杜甫
35813,陟,3,杜甫
35814,倩,3,杜甫
35815,稼,3,杜甫
35816,癖,3,杜甫
35817,阒,3,杜甫
35818,刑,3,杜甫
35819,彤,3,杜甫
35820,逗,3,杜甫
35821,滥,3,杜甫
35822,摄,3,杜甫
35823,脆,3,杜甫
35824,恍,3,杜甫
35825,坑,3,杜甫
35826,劣,3,杜甫
35827,毂,3,杜甫
35828,澧,3,杜甫
35829,沐,3,杜甫
35830,茵,3,杜甫
35831,顽,3,杜甫
35832,屿,3,杜甫
35833,诺,3,杜甫
35834,爨,3,杜甫
35835,跸,3,杜甫
35836,畬,3,杜甫
35837,饫,3,杜甫
35838,毅,3,杜甫
35839,玙,3,杜甫
35840,耶,3,杜甫
35841,妒,3,杜甫
35842,烹,3,杜甫
35843,盥,3,杜甫
35844,摅,3,杜甫
35845,栀,3,杜甫
35846,浐,3,杜甫
35847,厥,3,杜甫
35848,谗,3,杜甫
35849,荏,3,杜甫
35850,钗,3,杜甫
35851,玕,3,杜甫
35852,圭,3,杜甫
35853,泓,3,杜甫
35854,擘,3,杜甫
35855,罹,3,杜甫
35856,鄜,3,杜甫
35857,漱,3,杜甫
35858,喻,3,杜甫
35859,缗,3,杜甫
35860,亮,3,杜甫
35861,蹙,3,杜甫
35862,滂,3,杜甫
35863,迪,3,杜甫
35864,乂,3,杜甫
35865,葱,3,杜甫
35866,斡,3,杜甫
35867,鬟,3,杜甫
35868,銮,3,杜甫
35869,曰,3,杜甫
35870,扃,3,杜甫
