id,jname,jci,yi_id
353,讼之遁,疾贫望幸，使伯行贩。关牢择羊，多得大牂。,6
354,讼之大壮,处高不伤，虽危不亡。握珠怀玉，还归其乡。,6
355,讼之晋,右手弃酒，左手牧牂。行逢礼御，饵得玉杯。,6
356,讼之明夷,养虎牧狼，还自贼伤。大勇小捷，虽危不亡。,6
357,讼之家人,戴尧扶禹，松乔彭祖。西遇王母，道路夷易，无敢难者。,6
358,讼之睽,秋冬探巢，不得鹊雏。衔指北去，愧我少姬。,6
359,讼之蹇,两羝三牂，俱为代乡。留连多难，损其食粮。,6
360,讼之解,南徙无庐，鸟破其巢。伐木思初，不利动摇。,6
361,讼之损,争讼不已，更相击剑。张季弱口，被发北走。,6
362,讼之益,延颈望酒，不入我口。初喜后否，得利无有。,6
363,讼之夬,被发倾走，寇逐我后。亡失刀兵，身全不伤。,6
364,讼之姤,麒凤所游，安乐无忧。君子抚民，世代千秋。,6
365,讼之萃,褰衣涉河，水深渍疲。赖幸舟子，济脱无他。,6
366,讼之升,愦愦不悦，忧从中来。丧我金罂，无妄失位。,6
367,讼之困,绊跳不远，心与言反。尼父望家，萏菡未华。,6
368,讼之井,大壮肥牸，惠我诸舅。内外和睦，不忧饥渴。,6
369,讼之革,黄帝建元，文德在身。禄若阳春，封为鲁君。,6
370,讼之鼎,虎聚摩牙，以待臀猪。往必伤亡，宜利止居。,6
371,讼之震,天地配享，六位光明。阴阳顺序，以成和平。,6
372,讼之艮,猿堕高木，不踒手足。保我金玉，还归其室。,6
373,讼之渐,营室紫宫，坚不可攻。明神建德，君受大福。,6
374,讼之归妹,孤翁寡妇，独宿悲苦。目张耳鸣，无与笑语。,6
375,讼之丰,低头窥视，有所畏避。行者不利，酒酸鱼败，众莫贪嗜。,6
376,讼之旅,载金贩狗，利弃我走。藏匿渊底，悔折为咎。,6
377,讼之巽,行触大忌，与司命牾，执囚束缚，拘制于吏。,6
378,讼之兑,执玉欢喜，配之解挛。危详及安，使我无患。,6
379,讼之涣,机杼纷扰，女功不成。长妹许嫁，衣无襦绔。闻祸不成，凶恶消去。,6
380,讼之节,金人铁距，火烧左右。虽俱不恐，独得全处。,6
381,讼之中孚,谢恩拜德，东归吾国。舞蹈欣悦，欢乐受福。,6
382,讼之小过,青牛白咽，呼我俱田，历山之下，可以多耕。岁乐时节，人民安宁。,6
383,讼之既济,白雉群雎，慕德朝贡。湛露之恩，使我得欢。,6
384,讼之未济,避患东西，反入祸门。糟糠不足，忧愁我心。,6
385,师之师,乌鸣呼子，哺以酒脯。高楼之处，子来归母。穑人成功，年岁大有，妒妇无子。,7
386,师之乾,一簧两舌，佞言谄语。三奸成虎，曾母投杼。,7
387,师之坤,春桃生花，季女宜家。受福且多，在师中吉，男为封君。,7
388,师之屯,殊类异路，心不相慕。牝牛牡猳，独无家室。,7
389,师之蒙,折叶蔽目，不见稚叔。三足孤鸟，远其元夫。,7
390,师之需,雀东求粒，误入网域。赖逢君子，脱复归息。,7
391,师之讼,王孙季子，相与孝友。明允笃诚，升擢荐举，为国干辅。,7
392,师之比,削树无枝，与子分离。饥寒莫食，独泣哀悲。,7
393,师之小畜,舜生大禹，石夷之野。征诣玉阕，拜理水土。,7
394,师之履,义不胜情，以欲自营。见利危宠，灭君令名。,7
395,师之泰,三人北行，六位光明。道逢淑女，与我骥子。,7
396,师之否,弈张乌号，彀射天狼。柱国雄勇，斗死荥阳。,7
397,师之同人,季姬踯躅，结衿待时。终日至暮，百两不来。,7
398,师之大有,鸿雁翩翩，始怨劳苦。灾疫病民，鳏寡愁忧。,7
399,师之谦,穿胸狗邦，僵离旁舂。天地易纪，日月更始。,7
400,师之豫,北山有枣，使叔寿考。东岑多栗，宜行贾市，陆梁雌雉，所至利喜。,7
401,师之随,干旄旌旗，抚帜在郊。虽有宝玉，无路致之。,7
402,师之蛊,精洁渊塞，为馋所言。证讯诘请，系于枳温。甘棠听断，怡然蒙恩。,7
403,师之临,玄黄虺隤，行者劳疲。役夫憔悴，逾时不归。,7
404,师之观,肤敏之德，发愤忘食。虏豹禽说，以成主德。,7
405,师之噬嗑,采唐沫乡，要我桑中。失信不会，忧思约带。,7
406,师之贲,伯宁子福，惠我邦国。蠲除苛残，使季无患。,7
407,师之剥,馋父佞雄，贼乱邦国。生虽忠孝，败恩不福。,7
408,师之复,渊泉堤防，水道通利。顺注湖海，邦国富有。,7
409,师之无妄,江南多蝮，螫我手足。冤繁诘屈，痛彻心腹。,7
410,师之大畜,三人俱行，别离独食。一身五心，反覆迷惑，乱无所得。,7
411,师之颐,鸦鸣庭中，以戒灾凶。重门击柝，备不速客。,7
412,师之大过,功成事就，拱手安居。立德有言，坐饰贡赋。,7
413,师之坎,国乱不安，兵革为患。掠我妻子，家中饥寒。,7
414,师之离,戴尧扶禹，从乔彭祖。西遇王母，道路夷宜，无敢难者。,7
415,师之咸,长尾委蛇，画地成河。深不可涉。绝无以比，惆怅会息。,7
416,师之恒,乘龙从蜺，征诣北阕。乃见宣室。拜守东城。镇慰黎元，举家蒙富。,7
417,师之遁,土与山连，终身无患。天地高明，万岁长安。,7
418,师之大壮,久旱水涸，枯槁无泽。虚修其德，未有所获。,7
419,师之晋,依天倚地，凶危不至。上清下净，受福大明，君受其利。,7
420,师之明夷,火烈不去，必殪僵仆。燔我衣裾，福不可悔。,7
421,师之家人,配合相迎，利之四乡。欣喜心释，所言得当。,7
422,师之睽,清人高子，久屯外野。道遥不归，思我慈母。,7
423,师之蹇,武库军府，甲兵所聚，非里邑居，不可舍止。,7
424,师之解,三德五材，和合四时。阴阳顺序，国无咎灾。,7
425,师之损,解衣毛羽，飞入大都。晨门戒守，郑忽失家。,7
426,师之益,削根烧株，不生肌肤。病在心腹，日以焦枯。,7
427,师之夬,文山紫芝，雍梁朱草。生长和气，福禄来处。,7
428,师之姤,多栽重负，捐弃于野。予母谁子，但自劳苦。,7
429,师之萃,凫雁哑哑，以水为家。雌雄相和，心志娱乐，得其欢欲。,7
430,师之升,耳目盲聋，所言不通。伫立以泣，事无成功。,7
431,师之困,天宫列宿，五神所舍。宫阙坚固，君安其居。,7
432,师之井,范子妙材，戮辱伤肤，然后相国，封为应侯。,7
433,师之革,秋冬探巢，不得鹊雏。衔指北去，惭我少夫。,7
434,师之鼎,子畏于匡，厄困陈蔡。德行不危，竟脱厄害。,7
435,师之震,鸿飞在陆，公出不复。仲氏任止，伯氏客宿。,7
436,师之艮,鹤鸣九皋，避世隐居。抱朴守真，竟不随时。,7
437,师之渐,舜升大禹，石夷之野。征诣玉阕，拜治水土。,7
438,师之归妹,左辅右弼，金玉满匮。常盈不亡，富如厫仓。,7
439,师之丰,崔嵬北岳，天神贵客。衣冠不已，蒙被恩德。,7
440,师之旅,空巢注猪，獖彘不到。张弓祝鸡，雄父飞去。,7
441,师之巽,胡蛮戎狄，大阴所积，涸冻冰寒，君子不存。,7
442,师之兑,甘露醴泉，太平机关。仁德感应，岁乐民安。,7
443,师之涣,恶来呼伯，慎惊外客。甲守闭宅，以备凶急。临折之忧，将灭无灾。,7
444,师之节,日月相望，光明盛昌。三圣茂功，仁德大隆。,7
445,师之中孚,葛藟蒙棘，华不得实。馋佞乱政，使恩壅塞。,7
446,师之小过,邻不我顾，而望玉女。身多癞疾，谁肯媚者。,7
447,师之既济,精诚所至，神为之辅。德教尚忠，弥世长久。三圣尚功，多受福祉。,7
448,师之未济,钻木取火，掘地索泉。主母饥渴，手为心福。,7
449,比之比,鹿得美草，鸣呼其友。九族和睦，不忧饥乏。长子入狱，霜降族哭。,8
450,比之乾,继祖复宗，追明成康。光照万国，享世长久。,8
451,比之坤,麒子凤雏，生长家国。和气所居，康乐无忧，邦多圣人。,8
452,比之屯,取火流泉，钓鳑山颠。鱼不可得，火不肯燃。,8
453,比之蒙,彭生为豕，白龙作灾。盗尧衣裳，桀跖荷兵。青禽照夜，三日夷伤。,8
454,比之需,黍稷醇醴，敬奉山宗。神嗜饮食，甘雨嘉降。黎庶蕃殖，独蒙福祉。,8
455,比之讼,李花再实，鸿飞降集。仁哲权舆，荫国受福。,8
456,比之师,千岁之墟，大兵所屠。不见子都，城空无家。,8
457,比之小畜,公子王孙，把弹摄丸。发辄有得，室家饶足。,8
458,比之履,骊姬馋喜，与二嬖谋，谮杀恭子，贼害忠孝。申生以缢，重耳奔逃。,8
459,比之泰,长生无极，子孙千亿。柏柱栽青，坚固不倾。,8
460,比之否,失意怀忧，如幽狴牢。亡子丧夫，附托寄居。,8
461,比之同人,仁智隐伏，麟不可得。龙蛇潜藏，虚居堂室。,8
462,比之大有,列结累累，缔结难解。嫫母衒嫁，媒不得坐，自为身祸。,8
463,比之谦,蜩飞坠木，不毁头足。保我羽翼，复归其室。,8
464,比之豫,陈妫敬仲，兆兴齐姜。乃适营丘，八世大昌。,8
465,比之随,过时不归，雌雄苦悲。徘徊外国，与母分离。,8
466,比之蛊,齐鲁争言，战于龙门。构怨结祸，三世不安。,8
467,比之临,府藏之富，王以赈贷。捕鱼河海，苟愿多得。,8
468,比之观,鸣鹤北飞，下就稻池。鳣鲔鳇鲤，众多饶有，一狗获两，利得过倍。,8
469,比之噬嗑,苍梧郁林，道易利通。元龟象齿，宝贝南金，为吾福功。,8
470,比之贲,两火争明，虽斗不伤。分离且忍，全我弟兄。,8
471,比之剥,伯夷叔齐，贞廉之师。以德防患，忧祸不存。,8
472,比之复,季去我东，发栉如蓬。展转空床，内怀忧伤。,8
473,比之无妄,百足俱行，相辅为强。三圣翼事，王室宠光。,8
474,比之大畜,壅遏堤防，水不得行。火盛阳光，阴霓伏藏，退还其乡。,8
475,比之颐,滕蛇乘龙，年岁饥凶，民食草蓬。,8
476,比之大过,铅刀攻玉，坚不可得。尽我筋力，胝茧为侯。,8
477,比之坎,恒山浦寿，高邑所在。阴气下淋，洪水不处，牢人开户。,8
478,比之离,比目四翼，来安我国。福善上堂，与我同床。,8
479,比之咸,杜口结舌，心中怫郁。去菑患生，莫告所冤。,8
480,比之恒,牵尾不前，逆理失臣，忠莫往来，惠朔以奔。,8
481,比之遁,早霜晚遁，伤害禾麦。损功弃力，饥无所食。,8
482,比之大壮,适戌失期，患生无聊。惧以发忧，发藏闭塞，邦国骚愁。,8
483,比之晋,昊天白日，照临我国。万民康乐，咸赖嘉福。,8
484,比之明夷,元吉无咎，安宁不殆。时行则行，勿之有悔。,8
485,比之家人,懿公浅愚，不深受谋。无援失国，为狄所贼。,8
486,比之睽,城上有乌，自号破家。呼唤鸠毒，为国患灾。,8
487,比之蹇,长股善走，趋步千里。王良嘉言，伯来在道。申见王母。,8
488,比之解,耕石山颠，费种家贫。无聊处作，苗发不生。,8
489,比之损,二人异步，东趋西步。千里之行，不相知处。,8
490,比之益,纯服黄裳，栽土以兴。德义茂生，天下归仁。,8
491,比之夬,五铣铁颐，仓库空虚。贾市无盈，与利为仇。,8
492,比之姤,登昆仑，入天门，过糟丘，宿玉泉，问惠观，见仁君。,8
493,比之萃,团团白日，为月所食。损上毁下，郑昭出走。,8
494,比之升,仓盈庾亿，宜稼黍稷。年岁有息，国家富有。,8
495,比之困,虎狼结谋，相聚为保。伺啮牛羊，道绝不通，伤我商人。,8
496,比之井,木年催折，常恐不活。老赖福庆，光荣辅相。,8
497,比之革,同载共车，中道分去。丧我元夫，独为孤苦。,8
498,比之鼎,饮酒醉酗，跳跃争斗，伯伤叔疆，东家治丧。,8
499,比之震,出值凶灾，逢五赤头，跳言死格，扶杖伏听，不敢动摇。,8
500,比之艮,狼虎争强，利义不行。兼吞其国，齐晋无主。,8
501,比之渐,南国少子，方略美好。求我长女，薄贱不与。反得丑恶，后乃大悔。,8
502,比之归妹,一身两头，莫适其躯。乱不可治，孰为汤汉。,8
503,比之丰,李耳汇鹊，更相恐怯，偃而以腹，不能距格。,8
504,比之旅,松柏栋梁，相辅为强。八哲五教，王室康宁。,8
505,比之巽,雀行求食，暮归孚乳。反其屋室，安宁如故。,8
506,比之兑,四尾六头，为凶作妖。阴不奉阳，上失其明。,8
507,比之涣,一衣三阕，结缉不便。岐道异路，日暮不到。,8
508,比之节,牙蘖生齿，室堂启户。幽人利贞，鼓翼起舞。,8
509,比之中孚,春鸿飞东，以马至金。利得十倍，重载归乡。,8
510,比之小过,欢悦以喜，子孙俱在。守发能忍，不见殃咎。,8
511,比之既济,精神消落，形骸丑恶。龉齚顿挫，枯槁腐蠹。,8
512,比之未济,登高上山，见王自言。申理我冤，得职梦恩。,8
513,小畜之小畜,白鸟衔饵，鸣呼其子。斡枝张翅，来从其母。伯仲叔季，尤贺举手。,9
514,小畜之乾,东遇虎地，牛马奔惊。道绝不通，南困无功。,9
515,小畜之坤,子鉏执麟，春秋作元。阴将以终，尼父悲心。,9
516,小畜之屯,取火泉源，钓鱼山颠。鱼不可得，火不肯燃。,9
517,小畜之蒙,机关不便，不能出言。精诚不通，为人所冤。,9
518,小畜之需,故室旧庐，稍弊且徐。不如新巢，可治乐居。,9
519,小畜之讼,蛇循流，东求大鱼。预且举网，庖人歌讴。,9
520,小畜之师,凿山通道，南至嘉国。周公祝祖，襄适荆楚。,9
521,小畜之比,鹊近却缩，不见头目。日以困急，不能自复。,9
522,小畜之履,五舌啄难，各自有言。异国殊俗，使心迷惑，所求不得。,9
523,小畜之泰,天门开辟，牢户寥阔。桎梏解脱，拘囚纵释。,9
524,小畜之否,坚冰黄鸟，常哀悲愁。数惊鸷鸟，雏为我忧。,9
525,小畜之同人,日走月步，娶不同舍。夫妻反目，主君失居。,9
526,小畜之大有,金牙铁齿，西王母子。无有患殃。扶舍徙道，到来不久。,9
527,小畜之谦,式微式微，忧祸相半。隔以岩山，室家分散。,9
528,小畜之豫,众神集聚，相与议语。南国虚乱，百姓劳苦。兴师征伐，更立贤主。,9
529,小畜之随,狼虎争食，礼义不行。兼吞其国，齐鲁无主。,9
530,小畜之蛊,寄生无根，如过浮云。本立不固，斯须落去，更为枯树。,9
531,小畜之临,子啼索哺，母行求食。反见空巢，长息訾弋。,9
532,小畜之观,驾驷逐狐，轮挂荆棘。车不结辙，公子无得。,9
533,小畜之噬嗑,方喙广口，仁智圣厚。释解倒悬，唐国太安。,9
534,小畜之贲,驾福乘西，来至家国。戴庆南行，离我安居。,9
535,小畜之剥,孔鲤伯鱼，北至高奴，木马金车，驾游大都，王母送我，来牝字驹。,9
536,小畜之复,三足无头，不知所之。心狂精伤，莫使为明，不见日光。,9
537,小畜之无妄,来牝龙身，日驭三千，南止苍梧，与福为婚。道里夷易，安全无忌。,9
538,小畜之大畜,辰次降娄，王驾巡时。广佑施惠，安国无忧。,9
539,小畜之颐,望幸不到，文章来就。王子逐走，马骑衔伤。昳迹不得，曷其有常。,9
540,小畜之大过,中原有菽，以待饔食。饮御诸友，所求大得。,9
541,小畜之坎,乱茅缩酒，灵巫拜祷。神怒不许，瘁愁忧苦。,9
542,小畜之离,李华再实，鸿卵降集。仁哲以幸，荫国受福。,9
543,小畜之咸,源出陵足，行于山趾。不为暴害，民得安居。,9
544,小畜之恒,客人其门，奔走东西。童女不织，士奇耕亩。暴骨千里，岁寒无年。,9
545,小畜之遁,天之所予，福禄常在。以永康宁，不忧危殆。,9
546,小畜之大壮,蝗食我稻，驱不可去。实穗无有，但见空藁。,9
547,小畜之晋,牛骥同堂，郭氏已亡。国破空虚，君奔走逃。,9
548,小畜之明夷,狗无前足，阴谋其比。为身贼害，何以安息。,9
549,小畜之家人,两轮自转，南上大阪。四马共辕，无有重难。与禹笑言。鹤鸣窍穴，不离其室。,9
550,小畜之睽,芽蘖生达，阳昌于外。左手执＃，公言锡爵。,9
551,小畜之蹇,秋花冬萼，数被严霜。甲兵当庭，万物不生。雄犬夜鸣，民扰大惊。,9
552,小畜之解,霜降必户，蜇虫隐处。不见日月，与死为伍。,9
553,小畜之损,身载百里，功加四海。为文开基，武立大柱。,9
554,小畜之益,禹作神鼎，伯益衔指。斧斤高阁，憧位独坐。卖庸不售，苦困为祸。,9
555,小畜之夬,福祚之家，喜至忧除。如风兼雨，出车入鱼。如鱼逢水，长乐受庇。,9
556,小畜之姤,苍龙隐伏，麟凤远匿。寇来同处，未得安息。,9
557,小畜之萃,旦生夕死，名曰婴鬼，不可得视。,9
558,小畜之升,白鹤衔珠，夜食为明。怀安德音，身受光荣。,9
559,小畜之困,行役未已，新事复起。姬姜劳苦，不得休息。,9
560,小畜之井,忧患解除，喜至庆来。坐立欢欣，与乐为邻。,9
561,小畜之革,晨风指翰，大举就温，昧过我邑，弈无所得。,9
562,小畜之鼎,下田稷黍，芳华生齿。大于集降，纷涝满甕。,9
563,小畜之震,君子碌碌，鸟庇茂木。见春百谷，心劳愿德。,9
564,小畜之艮,折臂踒足，不能进酒。祠祀阔旷，神怒不喜。,9
565,小畜之渐,学灵三年，圣且神明。光见善祥，吉喜福庆。鸣鸠飞来，告我无忧。,9
566,小畜之归妹,三妇同夫，志不相思。心怀不平，志常愁悲。,9
567,小畜之丰,中田膏黍，以享王母。受福千亿，所求大得。,9
568,小畜之旅,阳火不灾，喜至庆来。降福送喜，鼓琴歌讴。,9
569,小畜之巽,阳明不息，君无恩德。伯氏失利，农丧其力。,9
570,小畜之兑,燕雀衔茅，以生孚乳。兄弟六人，姣好孝悌。各得其愿，和悦相乐。,9
571,小畜之涣,鹑尾奔奔，火中成军。虢叔出奔，下失其君。,9
572,小畜之节,两人相距，止不同舍。夫妻立散，卫侯失居。,9
573,小畜之中孚,魃为燔虐，风吹云却。欲止不得，反鬼其宅。,9
574,小畜之小过,关雎淑女，佩我君子。少妻在门，君子嘉喜。,9
575,小畜之既济,慈母赤子，飨赐得士。夷狄服除，以安王家。,9
576,小畜之未济,三足孤鸟，灵鸣督卸。思过罚恶，自贼其家。,9
577,履之履,十乌俱飞，弈射九雌。雄得独全，虽惊不危。,10
578,履之乾,东向藩垣，相与笑言。子般执鞭，圉人作患。,10
579,履之坤,循河樀舟，旁淮东游。渔夫举网，先得大鰌。,10
580,履之屯,辕折轮破，马倚仆卧。后旅先宿，右足跌踒。,10
581,履之蒙,两人相伴，相与悖戾。心乖不同，争讼凶凶。,10
582,履之需,北辰紫宫，衣冠立中。含和建德，常受天福。,10
583,履之讼,游居石门，禄祉安全。受福西邻，归饮玉泉。,10
584,履之师,羊肠九萦，相推并前。止须王孙，乃能上天。,10
585,履之比,争讼相倍，和气不处。阴阳俱否，谷风母子。,10
586,履之小畜,郭叔矩颐，为棘所拘。龙额重颡，祸不成殃，复归其乡。,10
587,履之泰,虿室蜂户，螯我手足。不得进止，为吾害咎。,10
588,履之否,怒非其愿，因物有迁。贪妬腐鼠，而呼鸮鸢。自合失饵，到掖困患。,10
589,履之同人,婴孩求乳，母归其子。黄麑悦喜，自乐甘饵。,10
590,履之大有,针缕徒劳，锦绣不成。鹰逐雉突，爪折不得。,10
591,履之谦,雨潦集降，河渠不通。齐鲁闭塞，破费市空。,10
592,履之豫,封豕沟渎，水潦空谷。客止舍宿，泥涂至腹，处无黍稷。,10
593,履之随,三奸相扰，桀跖为友。上下骚离，隔绝天道。,10
594,履之蛊,齐景惑疑，为孺子牛。嫡庶不明，贼孽为患。,10
595,履之临,三羊俱亡，走奔南行。会暮失迹，不知所藏。,10
596,履之观,请伯行贾，岱山之野，夜历险阻，不逢危殆，利如浇酒。,10
597,履之噬嗑,桑之将落，殒其黄叶。失势倾侧，而无所立。,10
598,履之贲,上山求鱼，入水捕兔。市非其归，自令久留。,10
599,履之剥,名成德就，项领不试。景公耋老，尼父逝去。,10
600,履之复,天之奥隅，尧舜所居。可以存身，保我邦家。,10
601,履之无妄,雎鸠淑女，贤圣配偶。宜家寿福，吉庆长久。,10
602,履之大畜,两人俱争，莫能有定。心乖不同，讼言起凶。,10
603,履之颐,涉伯殉名，弃礼诛身。不得其道，成子奔燕。,10
604,履之大过,逾江求橘，并得大栗。烹羊食肉，饮酒歌笑。,10
605,履之坎,山险难升，涧中多石，车驰轊击，重伤载轴，担负善踬，跌豕手足。,10
606,履之离,元利孔福，神所子畜。般乐无苦，得其欢欲。,10
607,履之咸,乌鹊食谷，张口受哺。蒙被恩福，长大成就。柔顺利贞，君臣合德。,10
608,履之恒,潼滃蔚荟，肤寸来会。津液下降，流潦滂沛。,10
609,履之遁,路多枳棘，步刺我足。不利旅客，为心作毒。,10
610,履之大壮,虺蝮所聚，戏以居处。毒螯痛甚，疮不可愈。,10
611,履之晋,麟凤相随，观察安危。东郭圣人，后稷周公。共和政令，君子攸同。利以居止，长无忧凶。,10
612,履之明夷,桀乱不时，使民恨忧。立祉为笑，君危臣羞。,10
613,履之家人,黄帝所生，伏羲之宅。兵刃不至，利以居止。,10
614,履之睽,雀行求食，暮归屋宿。反其室舍，安宁无故。,10
615,履之蹇,太仓积谷，天下饶食。阴阳调和，年岁时熟。,10
616,履之解,干旄旌旗，执帜在郊。虽有宝玉，无路致之。,10
617,履之损,履危蹈颠，坠入泉渊。蹇不能前，足踒不便。,10
618,履之益,衔命上车，合和两家。峨眉皓齿，二国不殆。,10
619,履之夬,吉日车攻，田弋获禽。宣王饮酒，以告嘉功。,10
620,履之姤,金帛贵宝，宜与我市。嫁娶有恩，得利过倍。,10
621,履之萃,延颈望酒，不入我口。深以自喜，得利无有。,10
622,履之升,牧为代守，飨食甘赐。德利士意，战大破胡，长安国家。,10
623,履之困,日出温谷，照临万国。高明淑仁，虞夏配合。,10
624,履之井,逐兔索乌，破我弓车。日暮不及，失利后时。,10
625,履之革,讹言妄语，传相诖误。道左失迹，不知户处。,10
626,履之鼎,履虎蹑尾，贬损我威。君子失否，去其国家。,10
627,履之震,本跟不固，新花落去。更为孤妪，不得相视。,10
628,履之艮,五轭四国，优得饶有。陈力就列，驺虞悦喜。,10
629,履之渐,黄帝紫云，圣哲且神，光明见祥，告我无殃。,10
630,履之归妹,五利四福，俱田高邑。黍稷盛茂，多获藁稻。,10
631,履之丰,群虎入邑，求索肉食。大人卫守，君不失国。,10
632,履之旅,乌子鹊雏，常与母居。愿慕群侣，不离其巢。,10
633,履之巽,蹇驴不材，骏骥失时。筋老力尽，疲于沙丘。,10
634,履之兑,玄鬣黑颡，东归高乡。朱鸟道引，灵龟载庄。遂抵天门，见我贞君，人马安全。,10
635,履之涣,探巢得雏，鸠鹊俱来，使我欣娱。,10
636,履之节,安上宜官，一日九迁，升擢超等，牧养常山，君臣获安。,10
637,履之中孚,大头目明，载受嘉福。三雀飞来，与禄相得。,10
638,履之小过,远视千里，不见黑子。离娄之明，无益于光。,10
639,履之既济,三女成奸，背夫夜行，与伯笑言，不忍王母，为失醴酒，冤天谁告。,10
640,履之未济,日辰不良，强弱相振，一鸟两离，客胜主人。,10
641,泰之泰,有求陈国，留连东域，须我王孙，四月来复。主君有德，蒙受恩福。,11
642,泰之乾,伯夷叔齐，贞廉之师。以德防患，忧祸不存。,11
643,泰之坤,济深南渡，濡我衣袴。五子善擢，脱无他故。,11
644,泰之屯,倚立相望，适我道通，驱驾奔驰，比目同创。,11
645,泰之蒙,葛藟蒙棘，花不得实。馋佞为政，使恩壅塞。,11
646,泰之需,四并兼用，君子所服。南征述职，与福同德。,11
647,泰之讼,踝踵足伤，大指病痈。失旅后时，利走不来。,11
648,泰之师,春称夏国，生长之域。可以服食，保全家国。,11
649,泰之比,望骥不来，驹蹇为忧。雨惊我心，风撼我肌。,11
650,泰之小畜,久客无床，思归故乡。雷雨浸盈，道不得通。,11
651,泰之履,方船备水，傍河燃火。积善有征，终身无祸。田福吉昌，永得安康。,11
652,泰之否,徙岵望母，役事未已。王政靡鹽，不得相保。,11
653,泰之同人,多载重负，捐弃于野。王母离子，思劳自苦。,11
654,泰之大有,生值地乳，上皇大喜。赐我福祉，寿算无极。宾于作命。,11
655,泰之谦,翕翕＃＃，稍坠山颠。灭我令名，长没不全。,11
656,泰之豫,东邻嫁女，为王妃后。庄公筑馆，以尊王母。归于京师，季姜悦喜。,11
657,泰之随,伯虎仲熊，德义渊闳。使布五谷，阴阳顺叙。,11
658,泰之蛊,敏捷劲疾，如猿升木。彤弓虽调，终不能获。,11
659,泰之临,举袂覆目，不见日月。衣裘簟床，就长夜室。,11
660,泰之观,忍丑少羞，无面有头。耗见寡虚，日以削酒。,11
661,泰之噬嗑,固阴冱塞，长冰不温，令人隳殆，庖火为灾，电火为蕃。,11
662,泰之贲,夏麦麩麯，霜击其芒。疾君败国，使民夭伤。,11
663,泰之剥,渊涸龙忧，箕子为奴。干叔陨命，殷破其家。,11
664,泰之复,跛踦相随，日暮牛罢。陵迟后旅，失利亡雌。,11
665,泰之无妄,桑之将落，陨萁黄叶。失势倾侧，如无所立。,11
666,泰之大畜,长生以时，长柱根本。阴阳相和，岁乐无忧。,11
667,泰之颐,童女无室，未有配合。阴阳不和，空坐独宿。,11
668,泰之大过,春令原宥，仁德不周。三圣攸同，周国茂兴。,11
669,泰之坎,金景耀怒，带剑过午。两虎相距，虽惊无咎。,11
670,泰之离,危坐至暮，谋求不得。膏泽不降，政戾民忒。,11
671,泰之咸,老杨日衰，条多枯枝。爵级不进，日下摧颓。,11
672,泰之恒,蔡侯适楚，留连江湖。逾日历月，思其后君。,11
673,泰之遁,右抚剑头，作援钩带，凶讼不止，相与争戾，失利市肆。,11
674,泰之大壮,水流趋下，远至东海。求我所有，买鲔与鲤。,11
675,泰之晋,登几上舆，驾驷南游，合纵散衡，燕寝以强。,11
676,泰之明夷,求兔得獐，过其所望。欢一相迎，高位夷伤。,11
677,泰之家人,过时不归，道远且迷。旅人心悲，使我徘徊。,11
678,泰之睽,魂孤无室，御宿舍食。盗张民溃，见敌失内。,11
679,泰之蹇,居如转丸，危不得安。东西不宁，动生忧患。,11
680,泰之解,坤厚地载，庶物蕃息。平康正直，以绥百福。,11
681,泰之损,列敝牡荆，圣贤止悔。仇敌皆憎，孰肯相迎。上下有眚。,11
682,泰之益,凤凰衔书，玄珪赐我，封为晋侯。,11
683,泰之夬,作凶不善，相牵入井。溺陷辜罪，祸生忧滋。,11
684,泰之姤,悲鸣北行，失其长兄。伯中不幸，骸骨败亡。,11
685,泰之萃,羔衣豹裘，高扬我宇，君子维新。,11
686,泰之升,日中为市，各抱所有。交易资货，含珠怀宝，欣悦欢喜。,11
687,泰之困,振急绝理，恒阳不雨。物病焦干，华实无有。,11
688,泰之井,狐貉载剥，凌温厚蓐。寒棘为疾，何所不足。,11
689,泰之革,履践危难，脱执去患。入福喜门，见诲大君。,11
690,泰之鼎,四乱不安，东西为患。退止我足，毋出国城。乃得全完，赖齐生福。,11
691,泰之震,南国少子，材略美好。求我长女，贱薄不与。反得丑恶，后乃大悔。,11
692,泰之艮,妄弩失理，阳孤无辅。物病焦枯，年饥于黍。,11
693,泰之渐,倬然远咎，辟患害旱。田获三狐，见民为宝。,11
694,泰之归妹,逐鹿山颠，利去我西。维邪南北，无所不得。,11
695,泰之丰,龙蛇所聚，大水乐处。滑滑沛沛，使我无赖。,11
696,泰之旅,从风吹火，牵骐骥尾。易为功力，因催受福。,11
697,泰之巽,泽狗水凫，鸡畜少雏。不为家饶，心其亟逋。,11
698,泰之兑,水坏我里，东流为海。龟凫还嚣，不见慈母。,11
699,泰之涣,褰衣涉行，水深渍多。赖幸舟子，济脱无他。,11
700,泰之节,龟厌河海，陆行不止。自令枯槁，失其都市。有悔为咎，亦无及已。,11
701,泰之中孚,同本异叶，乐仁正德。东邻慕义，来兴我国。,11
702,泰之小过,桃李花实，累累日息。长大成熟，甘美可食，为我利福。,11
703,泰之既济,重瞳四乳，聪明顺理。无隐不形，微视千里。灾害不作，君子集聚。,11
704,泰之未济,实沈参墟，以义讨尤。次止结盟，以成霸功。,11
705,否之否,秦为虎狼，与晋争强，并吞其国，号曰始皇。,12
706,否之乾,江河淮济，天之奥府，众利所聚。可以饶有，乐我君子。,12
